Participant,Mode,Code,Gender,Age,Specificity,Image_Rate,Trial_Type,Confidence,Accuracy,Milliseconds
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,6,1,2284
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,5,1,1712
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,6,1,2448
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,7,0,2289
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,6,1,1790
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,different,7,0,1671
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,8,1,1434
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,7,1,1652
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,7,1,2757
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,5,0,2356
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,6,0,1806
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,1 image,same,7,1,2157
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,6,1,2565
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,6,1,1369
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,6,1,1655
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,5,1,3164
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,6,1,4259
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,different,5,1,2074
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,6,0,4801
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,6,0,2862
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,7,1,2240
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,7,1,1548
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,8,1,1417
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,2 images,same,8,1,3710
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,8,0,7263
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,7,0,5628
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,6,1,4959
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,6,1,2882
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,6,1,5852
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,different,8,0,2113
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,8,1,7606
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,7,1,9940
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,1,0,2558
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,4,0,3031
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,5,0,2469
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,4 images,same,8,1,3041
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,6,1,2515
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,8,0,1870
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,7,0,2592
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,6,1,2285
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,6,1,2355
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,different,8,0,2609
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,8,1,1408
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,7,1,1763
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,6,0,1601
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,6,0,2639
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,6,0,1632
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,person,8 images,same,6,0,1598
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,5,1,1524
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,5,1,1443
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,4,1,2404
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,8,0,2385
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,5,1,2160
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,different,7,0,1704
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,6,0,1595
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,5,0,2022
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,5,0,2034
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,7,1,2288
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,5,0,3504
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,1 image,same,8,1,2540
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,7,0,4273
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,5,1,1870
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,6,1,3102
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,7,0,7225
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,6,1,4791
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,different,6,1,1416
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,7,1,1905
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,5,0,651
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,8,1,2762
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,5,0,2138
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,5,0,3332
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,2 images,same,6,0,2926
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,3,1,2657
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,7,0,1924
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,6,1,2406
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,8,0,2173
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,8,0,1762
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,different,6,1,2694
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,7,1,2723
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,6,0,2666
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,8,1,2414
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,7,1,4574
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,6,0,1722
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,4 images,same,6,0,1238
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,5,1,3014
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,7,0,2087
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,7,0,3870
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,6,1,2525
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,6,1,3901
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,different,6,1,1596
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,6,0,2204
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,4,0,1872
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,8,1,4234
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,7,1,5271
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,7,1,3091
21_RSVPExp02_2019May_RASearston_93634734018.txt,participant,A0011A,Female,21,print,8 images,same,6,0,3171
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,6,1,2655
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,6,1,1632
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,4,1,3576
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,8,0,2336
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,4,1,1319
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,different,10,0,1544
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,4,0,1951
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,6,0,1805
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,9,1,2054
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,9,1,2167
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,10,1,2228
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,1 image,same,8,1,2359
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,11,0,2560
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,3,1,1803
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,6,1,2592
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,8,0,2431
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,6,1,1396
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,different,5,1,5159
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,9,1,3342
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,8,1,5412
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,8,1,2333
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,8,1,1687
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,9,1,1448
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,2 images,same,5,0,2093
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,5,1,3776
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,3,1,1935
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,1,1,1824
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,1,1,3386
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,9,0,2487
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,different,6,1,1888
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,9,1,1690
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,3,0,1995
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,6,0,5013
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,11,1,2509
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,10,1,2271
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,4 images,same,9,1,2759
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,6,1,1797
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,4,1,3797
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,5,1,1790
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,6,1,1356
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,4,1,1662
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,different,4,1,1366
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,8,1,4072
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,9,1,4936
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,3,0,3823
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,9,1,2815
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,5,0,2270
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,person,8 images,same,8,1,3970
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,7,0,2878
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,5,1,1646
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,5,1,4065
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,4,1,1309
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,9,0,2068
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,different,8,0,1519
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,9,1,8213
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,5,0,2222
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,10,1,2200
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,11,1,1590
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,11,1,1285
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,1 image,same,3,0,1401
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,4,1,3069
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,1,1,2448
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,8,0,3422
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,2,1,2829
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,8,0,2107
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,different,8,0,2052
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,12,1,6431
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,6,0,8056
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,6,0,8070
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,6,0,4223
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,10,1,1822
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,2 images,same,7,1,4475
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,7,0,2742
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,9,0,5135
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,4,1,3439
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,6,1,2655
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,8,0,3244
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,different,8,0,2292
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,10,1,2930
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,8,1,2677
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,12,1,2392
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,10,1,1337
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,8,1,1406
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,4 images,same,8,1,3254
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,7,0,1304
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,6,1,1622
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,6,1,5193
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,7,0,3085
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,1,1,2769
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,different,9,0,2076
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,8,1,1924
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,7,1,5312
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,5,0,3662
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,8,1,2113
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,12,1,1605
30_RSVPExp02_2019May_RASearston_93634734114.txt,participant,A0103F,Female,20,print,8 images,same,12,1,2332
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,4,1,5142
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,5,1,3311
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,7,0,2227
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,8,0,2531
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,6,1,3582
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,different,7,0,2227
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,8,1,2323
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,7,1,2340
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,6,0,1899
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,6,0,3520
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,8,1,1704
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,1 image,same,7,1,2066
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,9,0,3398
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,8,0,2028
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,8,0,3944
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,5,1,2121
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,5,1,3791
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,different,8,0,2127
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,5,0,3479
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,7,1,3495
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,7,1,3216
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,8,1,3224
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,7,1,2566
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,2 images,same,7,1,2609
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,8,0,2725
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,8,0,1849
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,8,0,2707
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,8,0,1621
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,5,1,2942
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,different,5,1,1984
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,5,0,2583
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,6,0,2844
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,8,1,2716
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,6,0,2889
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,9,1,1653
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,4 images,same,7,1,4124
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,7,0,3767
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,7,0,3590
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,5,1,4026
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,8,0,3798
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,5,1,3502
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,different,5,1,2707
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,4,0,4060
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,7,1,2878
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,7,1,1997
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,7,1,2022
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,5,0,4139
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,person,8 images,same,8,1,2498
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,7,0,1469
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,5,1,2112
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,9,0,2126
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,6,1,1735
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,7,0,1700
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,different,8,0,1878
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,6,0,2740
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,6,0,5095
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,5,0,1822
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,6,0,3622
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,6,0,2225
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,1 image,same,5,0,2151
10_RSVPExp02_2019May_RASearston_93634733905.txt,participant,C0102D,Female,23,print,2 images,different,7,0,6327
